image_id,question,answer
meningioma_169,Is there a tumor visible in this MRI scan?,yes
pituitary_029,Is this a pituitary tumor?,yes
glioma_029,Where is the tumor located?,left parietal lobe
meningioma_124,What type of brain tumor is shown?,meningioma
glioma_089,Is this a glioma tumor?,yes
meningioma_059,Is there a tumor visible in this MRI scan?,yes
glioma_154,Is this a glioma tumor?,yes
notumor_127,What type of brain tumor is shown?,no tumor
notumor_198,What type of brain tumor is shown?,no tumor
pituitary_087,Is there a tumor visible in this MRI scan?,yes
notumor_179,What type of brain tumor is shown?,no tumor
pituitary_160,Is this a pituitary tumor?,yes
notumor_190,What type of brain tumor is shown?,no tumor
glioma_015,Is this a glioma tumor?,yes
notumor_025,Is this a glioma tumor?,no
notumor_248,What type of brain tumor is shown?,no tumor
pituitary_227,Is this a pituitary tumor?,yes
notumor_228,Where is the tumor located?,no tumor present
meningioma_064,Is this a meningioma tumor?,yes
notumor_083,Is this a meningioma tumor?,no
pituitary_126,Where is the tumor located?,sellar region midline
pituitary_084,Is this a pituitary tumor?,yes
notumor_132,Where is the tumor located?,no tumor present
notumor_204,Is there a tumor visible in this MRI scan?,no
meningioma_226,What type of brain tumor is shown?,meningioma
pituitary_065,Where is the tumor located?,sellar region
meningioma_225,What type of brain tumor is shown?,meningioma
glioma_141,Is there a tumor visible in this MRI scan?,yes
glioma_177,Where is the tumor located?,right parietal occipital region
meningioma_162,Where is the tumor located?,left middle cranial fossa
glioma_107,Is there a tumor visible in this MRI scan?,yes
meningioma_024,Is this a meningioma tumor?,yes
meningioma_095,Is there a tumor visible in this MRI scan?,yes
glioma_162,Where is the tumor located?,right frontoparietal region
glioma_019,Is there a tumor visible in this MRI scan?,yes
pituitary_131,What type of brain tumor is shown?,pituitary tumor
meningioma_222,What type of brain tumor is shown?,meningioma
meningioma_182,What type of brain tumor is shown?,meningioma
meningioma_002,Is this a meningioma tumor?,yes
glioma_156,Is there a tumor visible in this MRI scan?,yes
notumor_080,Where is the tumor located?,no tumor present
glioma_072,Where is the tumor located?,right temporal lobe
glioma_139,Is this a glioma tumor?,yes
pituitary_096,Is this a pituitary tumor?,yes
meningioma_224,What type of brain tumor is shown?,meningioma
pituitary_037,Is there a tumor visible in this MRI scan?,yes
meningioma_139,What type of brain tumor is shown?,meningioma
notumor_137,Is this a meningioma tumor?,no
pituitary_065,Is this a pituitary tumor?,yes
pituitary_137,Where is the tumor located?,sellar region suprasellar extension
glioma_250,What type of brain tumor is shown?,glioma
notumor_045,Is this a pituitary tumor?,no
meningioma_173,Is this a meningioma tumor?,yes
notumor_069,Is this a pituitary tumor?,no
meningioma_100,Is this a meningioma tumor?,yes
meningioma_145,Is this a meningioma tumor?,yes
meningioma_156,Is there a tumor visible in this MRI scan?,yes
notumor_164,Is this a meningioma tumor?,no
notumor_182,Is this a meningioma tumor?,no
notumor_245,Is this a meningioma tumor?,no
pituitary_081,Is this a pituitary tumor?,yes
notumor_148,Is this a glioma tumor?,no
glioma_111,Is there a tumor visible in this MRI scan?,yes
glioma_128,Is there a tumor visible in this MRI scan?,yes
meningioma_026,Is there a tumor visible in this MRI scan?,yes
glioma_148,Is this a glioma tumor?,yes
meningioma_241,Is there a tumor visible in this MRI scan?,yes
glioma_163,Is this a glioma tumor?,yes
meningioma_137,What type of brain tumor is shown?,meningioma
notumor_160,Where is the tumor located?,no tumor present
notumor_230,Where is the tumor located?,no tumor present
pituitary_081,Where is the tumor located?,sellar region
notumor_214,Where is the tumor located?,no tumor present
pituitary_134,What type of brain tumor is shown?,pituitary tumor
meningioma_114,Where is the tumor located?,right frontal parasagittal region
pituitary_062,Is this a pituitary tumor?,yes
glioma_166,Is there a tumor visible in this MRI scan?,yes
glioma_158,What type of brain tumor is shown?,glioma
glioma_169,Is there a tumor visible in this MRI scan?,yes
meningioma_063,Is this a meningioma tumor?,yes
meningioma_185,What type of brain tumor is shown?,meningioma
glioma_121,What type of brain tumor is shown?,glioma
meningioma_147,Is there a tumor visible in this MRI scan?,yes
meningioma_245,Where is the tumor located?,right parietal convexity
notumor_103,Is there a tumor visible in this MRI scan?,no
meningioma_235,What type of brain tumor is shown?,meningioma
meningioma_116,What type of brain tumor is shown?,meningioma
pituitary_192,Is there a tumor visible in this MRI scan?,yes
pituitary_143,What type of brain tumor is shown?,pituitary tumor
pituitary_095,Where is the tumor located?,sellar and suprasellar region
glioma_215,Is there a tumor visible in this MRI scan?,yes
meningioma_057,Is this a meningioma tumor?,yes
meningioma_048,What type of brain tumor is shown?,meningioma
pituitary_192,Is this a pituitary tumor?,yes
notumor_071,Is this a meningioma tumor?,no
glioma_133,What type of brain tumor is shown?,glioma
pituitary_165,Is this a pituitary tumor?,yes
glioma_013,Is this a glioma tumor?,yes
notumor_174,What type of brain tumor is shown?,no tumor
notumor_171,What type of brain tumor is shown?,no tumor
glioma_215,What type of brain tumor is shown?,glioma
pituitary_231,What type of brain tumor is shown?,pituitary tumor
meningioma_019,Is there a tumor visible in this MRI scan?,yes
glioma_180,Where is the tumor located?,left frontoparietal region
glioma_038,Where is the tumor located?,right temporal lobe
pituitary_042,What type of brain tumor is shown?,pituitary tumor
pituitary_246,Is there a tumor visible in this MRI scan?,yes
meningioma_166,Is there a tumor visible in this MRI scan?,yes
meningioma_165,Is there a tumor visible in this MRI scan?,yes
pituitary_045,Is this a pituitary tumor?,yes
pituitary_079,Is there a tumor visible in this MRI scan?,yes
notumor_021,Is this a glioma tumor?,no
pituitary_044,Is there a tumor visible in this MRI scan?,yes
pituitary_239,Where is the tumor located?,sellar and suprasellar region
pituitary_215,Is this a pituitary tumor?,yes
pituitary_236,Where is the tumor located?,sellar region
notumor_150,Where is the tumor located?,no tumor present
pituitary_183,Is there a tumor visible in this MRI scan?,yes
pituitary_056,What type of brain tumor is shown?,pituitary tumor
meningioma_192,Where is the tumor located?,posterior fossa cerebellar
meningioma_196,Where is the tumor located?,anterior skull base region
notumor_003,Where is the tumor located?,no tumor present
meningioma_097,Is this a meningioma tumor?,yes
pituitary_129,Is this a pituitary tumor?,yes
meningioma_100,Where is the tumor located?,right temporal region
meningioma_049,Where is the tumor located?,middle cranial fossa region
notumor_192,Is this a pituitary tumor?,no
meningioma_119,Where is the tumor located?,anterior skull base region
pituitary_122,What type of brain tumor is shown?,pituitary tumor
notumor_124,Where is the tumor located?,no tumor present
pituitary_221,Is there a tumor visible in this MRI scan?,yes
glioma_075,Is this a glioma tumor?,yes
pituitary_020,Is this a pituitary tumor?,yes
meningioma_067,Is there a tumor visible in this MRI scan?,yes
notumor_084,Is this a pituitary tumor?,no
glioma_240,What type of brain tumor is shown?,glioma
meningioma_152,What type of brain tumor is shown?,meningioma
pituitary_177,Where is the tumor located?,central sellar region
glioma_228,Is there a tumor visible in this MRI scan?,yes
meningioma_233,Is this a meningioma tumor?,yes
meningioma_153,Is this a meningioma tumor?,yes
pituitary_232,Where is the tumor located?,sellar and suprasellar region
meningioma_094,What type of brain tumor is shown?,meningioma
meningioma_072,What type of brain tumor is shown?,meningioma
notumor_247,What type of brain tumor is shown?,no tumor
glioma_088,Is this a glioma tumor?,yes
meningioma_093,Is there a tumor visible in this MRI scan?,yes
pituitary_033,What type of brain tumor is shown?,pituitary tumor
glioma_161,Where is the tumor located?,posterior parietal occipital region
pituitary_217,Is this a pituitary tumor?,yes
pituitary_011,What type of brain tumor is shown?,pituitary tumor
meningioma_171,Is this a meningioma tumor?,yes
glioma_168,Is this a glioma tumor?,yes
notumor_156,What type of brain tumor is shown?,no tumor
pituitary_032,Where is the tumor located?,sellar and suprasellar region
notumor_066,Is there a tumor visible in this MRI scan?,no
pituitary_193,Is there a tumor visible in this MRI scan?,yes
meningioma_205,What type of brain tumor is shown?,meningioma
meningioma_045,Where is the tumor located?,right skull base region
notumor_092,Where is the tumor located?,no tumor present
notumor_239,What type of brain tumor is shown?,no tumor
pituitary_053,Is there a tumor visible in this MRI scan?,yes
meningioma_213,What type of brain tumor is shown?,meningioma
meningioma_147,Where is the tumor located?,left temporal region
notumor_199,Where is the tumor located?,no tumor present
pituitary_064,What type of brain tumor is shown?,pituitary tumor
pituitary_094,Is there a tumor visible in this MRI scan?,yes
meningioma_090,Is this a meningioma tumor?,yes
glioma_197,What type of brain tumor is shown?,glioma
notumor_147,What type of brain tumor is shown?,no tumor
glioma_036,Is there a tumor visible in this MRI scan?,yes
glioma_198,Is there a tumor visible in this MRI scan?,yes
glioma_081,Where is the tumor located?,right temporal occipital region
pituitary_173,Is this a pituitary tumor?,yes
glioma_179,What type of brain tumor is shown?,glioma
pituitary_049,Where is the tumor located?,sellar and suprasellar region
notumor_078,Is this a pituitary tumor?,no
notumor_172,Where is the tumor located?,no tumor present
notumor_045,Where is the tumor located?,no tumor present
notumor_131,Is there a tumor visible in this MRI scan?,no
meningioma_227,Where is the tumor located?,posterior fossa midline
glioma_155,What type of brain tumor is shown?,glioma
glioma_102,What type of brain tumor is shown?,glioma
pituitary_052,What type of brain tumor is shown?,pituitary tumor
pituitary_010,Is this a pituitary tumor?,yes
notumor_021,What type of brain tumor is shown?,no tumor
pituitary_214,Is there a tumor visible in this MRI scan?,yes
pituitary_105,Is this a pituitary tumor?,yes
glioma_125,Is this a glioma tumor?,yes
notumor_229,What type of brain tumor is shown?,no tumor
glioma_086,What type of brain tumor is shown?,glioma
pituitary_145,Is this a pituitary tumor?,yes
notumor_231,Is there a tumor visible in this MRI scan?,no
glioma_196,What type of brain tumor is shown?,glioma
notumor_002,Is there a tumor visible in this MRI scan?,no
meningioma_081,Where is the tumor located?,posterior fossa skull base
notumor_116,Is there a tumor visible in this MRI scan?,no
notumor_195,Is this a pituitary tumor?,no
glioma_076,Where is the tumor located?,right cerebellar hemisphere
notumor_093,What type of brain tumor is shown?,no tumor
pituitary_115,Where is the tumor located?,sellar and suprasellar region
glioma_167,Is there a tumor visible in this MRI scan?,yes
meningioma_045,Is this a meningioma tumor?,yes
meningioma_062,Is there a tumor visible in this MRI scan?,yes
pituitary_110,Is there a tumor visible in this MRI scan?,yes
notumor_090,Is this a pituitary tumor?,no
notumor_033,Where is the tumor located?,no tumor present
notumor_142,Is there a tumor visible in this MRI scan?,no
pituitary_218,Is there a tumor visible in this MRI scan?,yes
glioma_022,Is there a tumor visible in this MRI scan?,yes
notumor_113,What type of brain tumor is shown?,no tumor
meningioma_201,Is there a tumor visible in this MRI scan?,yes
glioma_236,Is this a glioma tumor?,yes
glioma_241,Is this a glioma tumor?,yes
glioma_211,Is this a glioma tumor?,yes
pituitary_151,What type of brain tumor is shown?,pituitary tumor
pituitary_172,Is this a pituitary tumor?,yes
notumor_038,Is this a glioma tumor?,no
glioma_217,What type of brain tumor is shown?,glioma
notumor_180,What type of brain tumor is shown?,no tumor
notumor_013,Is this a glioma tumor?,no
glioma_073,What type of brain tumor is shown?,glioma
pituitary_003,Where is the tumor located?,sellar and suprasellar region
pituitary_136,Where is the tumor located?,sellar and suprasellar region
pituitary_051,What type of brain tumor is shown?,pituitary tumor
notumor_104,Is there a tumor visible in this MRI scan?,no
notumor_154,Where is the tumor located?,no tumor present
glioma_152,Is there a tumor visible in this MRI scan?,yes
pituitary_175,Is this a pituitary tumor?,yes
glioma_230,Is there a tumor visible in this MRI scan?,yes
notumor_039,What type of brain tumor is shown?,no tumor
pituitary_111,What type of brain tumor is shown?,pituitary tumor
meningioma_025,Where is the tumor located?,left posterior fossa region
meningioma_023,Is there a tumor visible in this MRI scan?,yes
notumor_221,Where is the tumor located?,no tumor present
notumor_038,Where is the tumor located?,no tumor present
meningioma_157,Is there a tumor visible in this MRI scan?,yes
pituitary_129,What type of brain tumor is shown?,pituitary tumor
glioma_206,Is this a glioma tumor?,yes
pituitary_042,Where is the tumor located?,sellar region
pituitary_120,What type of brain tumor is shown?,pituitary tumor
notumor_194,What type of brain tumor is shown?,no tumor
notumor_056,Where is the tumor located?,no tumor present
notumor_173,Is there a tumor visible in this MRI scan?,no
meningioma_076,What type of brain tumor is shown?,meningioma
meningioma_001,Is there a tumor visible in this MRI scan?,yes
notumor_072,Is this a pituitary tumor?,no
notumor_141,Is there a tumor visible in this MRI scan?,no
meningioma_127,Is this a meningioma tumor?,yes
meningioma_120,Is this a meningioma tumor?,yes
glioma_005,What type of brain tumor is shown?,glioma
meningioma_160,Is this a meningioma tumor?,yes
meningioma_167,Where is the tumor located?,left posterior fossa
glioma_124,Is this a glioma tumor?,yes
meningioma_032,Is this a meningioma tumor?,yes
meningioma_102,Is there a tumor visible in this MRI scan?,yes
notumor_024,Is this a glioma tumor?,no
notumor_216,Where is the tumor located?,no tumor present
pituitary_181,Is this a pituitary tumor?,yes
pituitary_112,Where is the tumor located?,central suprasellar region
pituitary_106,Where is the tumor located?,sellar region
pituitary_068,Is this a pituitary tumor?,yes
pituitary_034,Is there a tumor visible in this MRI scan?,yes
glioma_147,Is there a tumor visible in this MRI scan?,yes
pituitary_156,Where is the tumor located?,sellar region suprasellar extension
glioma_172,Where is the tumor located?,central thalamic region
notumor_084,Is there a tumor visible in this MRI scan?,no
pituitary_072,Is there a tumor visible in this MRI scan?,yes
notumor_034,Is this a glioma tumor?,no
meningioma_153,Is there a tumor visible in this MRI scan?,yes
pituitary_169,Is there a tumor visible in this MRI scan?,yes
pituitary_059,Is there a tumor visible in this MRI scan?,yes
meningioma_003,Is this a meningioma tumor?,yes
notumor_050,Where is the tumor located?,no tumor present
pituitary_077,Where is the tumor located?,sellar and suprasellar region
glioma_091,Is there a tumor visible in this MRI scan?,yes
notumor_100,Is there a tumor visible in this MRI scan?,no
notumor_162,Where is the tumor located?,no tumor present
pituitary_232,Is there a tumor visible in this MRI scan?,yes
meningioma_170,Is this a meningioma tumor?,yes
meningioma_078,What type of brain tumor is shown?,meningioma
meningioma_043,What type of brain tumor is shown?,meningioma
meningioma_239,What type of brain tumor is shown?,meningioma
glioma_201,Is there a tumor visible in this MRI scan?,yes
pituitary_101,Is there a tumor visible in this MRI scan?,yes
glioma_087,Is there a tumor visible in this MRI scan?,yes
pituitary_174,What type of brain tumor is shown?,pituitary tumor
glioma_247,What type of brain tumor is shown?,glioma
pituitary_132,Is this a pituitary tumor?,yes
glioma_186,Where is the tumor located?,right parietal lobe
pituitary_237,What type of brain tumor is shown?,pituitary tumor
meningioma_168,Where is the tumor located?,right parietal convexity
pituitary_112,What type of brain tumor is shown?,pituitary tumor
pituitary_006,What type of brain tumor is shown?,pituitary tumor
glioma_029,Is this a glioma tumor?,yes
meningioma_110,Is this a meningioma tumor?,yes
pituitary_243,Where is the tumor located?,sellar region
meningioma_061,Is this a meningioma tumor?,yes
meningioma_036,What type of brain tumor is shown?,meningioma
pituitary_103,Is this a pituitary tumor?,yes
meningioma_055,Is there a tumor visible in this MRI scan?,yes
meningioma_207,Is this a meningioma tumor?,yes
meningioma_050,What type of brain tumor is shown?,meningioma
glioma_022,Is this a glioma tumor?,yes
meningioma_130,What type of brain tumor is shown?,meningioma
notumor_209,Is this a meningioma tumor?,no
meningioma_096,Is this a meningioma tumor?,yes
meningioma_094,Where is the tumor located?,left posterior temporal region
glioma_168,Is there a tumor visible in this MRI scan?,yes
pituitary_164,Where is the tumor located?,central sellar region
meningioma_004,What type of brain tumor is shown?,meningioma
glioma_033,Is there a tumor visible in this MRI scan?,yes
meningioma_092,Is there a tumor visible in this MRI scan?,yes
notumor_037,Is there a tumor visible in this MRI scan?,no
pituitary_093,What type of brain tumor is shown?,pituitary tumor
glioma_223,Where is the tumor located?,right frontoparietal region
notumor_125,What type of brain tumor is shown?,no tumor
meningioma_090,Where is the tumor located?,right parasagittal parietal region
glioma_077,Where is the tumor located?,left temporal parietal region
pituitary_243,Is there a tumor visible in this MRI scan?,yes
notumor_179,Where is the tumor located?,no tumor present
glioma_096,Where is the tumor located?,right temporal parietal region
glioma_038,What type of brain tumor is shown?,glioma
pituitary_044,What type of brain tumor is shown?,pituitary tumor
meningioma_080,Is this a meningioma tumor?,yes
meningioma_113,Where is the tumor located?,left temporal convexity
notumor_217,Is there a tumor visible in this MRI scan?,no
notumor_167,Is there a tumor visible in this MRI scan?,no
glioma_107,What type of brain tumor is shown?,glioma
glioma_124,What type of brain tumor is shown?,glioma
meningioma_052,Where is the tumor located?,inferior cerebellar region
notumor_159,Is this a pituitary tumor?,no
pituitary_118,Where is the tumor located?,central skull base region
meningioma_053,Is there a tumor visible in this MRI scan?,yes
meningioma_206,Is there a tumor visible in this MRI scan?,yes
notumor_009,Is this a glioma tumor?,no
notumor_055,Is this a glioma tumor?,no
notumor_168,Where is the tumor located?,no tumor present
pituitary_179,What type of brain tumor is shown?,pituitary tumor
meningioma_242,What type of brain tumor is shown?,meningioma
meningioma_060,Where is the tumor located?,left posterior fossa
pituitary_194,Where is the tumor located?,sellar region suprasellar extension
pituitary_045,Where is the tumor located?,sellar region
glioma_069,Where is the tumor located?,bilateral temporal region
glioma_123,Is this a glioma tumor?,yes
notumor_039,Is this a glioma tumor?,no
meningioma_058,Is this a meningioma tumor?,yes
glioma_173,What type of brain tumor is shown?,glioma
notumor_076,Where is the tumor located?,no tumor present
pituitary_163,Where is the tumor located?,sellar and suprasellar region
pituitary_205,Where is the tumor located?,sellar and suprasellar region
pituitary_133,Is there a tumor visible in this MRI scan?,yes
meningioma_196,Is there a tumor visible in this MRI scan?,yes
notumor_166,What type of brain tumor is shown?,no tumor
pituitary_189,Where is the tumor located?,sellar region midline
meningioma_015,What type of brain tumor is shown?,meningioma
glioma_030,What type of brain tumor is shown?,glioma
meningioma_007,Is there a tumor visible in this MRI scan?,yes
notumor_005,Is there a tumor visible in this MRI scan?,no
glioma_071,Is this a glioma tumor?,yes
pituitary_086,What type of brain tumor is shown?,pituitary tumor
meningioma_080,Is there a tumor visible in this MRI scan?,yes
notumor_023,Where is the tumor located?,no tumor present
glioma_243,Is there a tumor visible in this MRI scan?,yes
meningioma_167,Is this a meningioma tumor?,yes
notumor_247,Is this a meningioma tumor?,no
meningioma_227,Is this a meningioma tumor?,yes
pituitary_142,Is there a tumor visible in this MRI scan?,yes
notumor_235,Is this a meningioma tumor?,no
pituitary_078,Is this a pituitary tumor?,yes
glioma_155,Where is the tumor located?,right parietal lobe
pituitary_030,What type of brain tumor is shown?,pituitary tumor
meningioma_186,What type of brain tumor is shown?,meningioma
notumor_068,Where is the tumor located?,no tumor present
glioma_039,Where is the tumor located?,right frontal lobe
meningioma_212,Where is the tumor located?,left posterior fossa
notumor_225,What type of brain tumor is shown?,no tumor
meningioma_164,Where is the tumor located?,right parasagittal frontal
pituitary_116,Is there a tumor visible in this MRI scan?,yes
glioma_077,Is there a tumor visible in this MRI scan?,yes
pituitary_146,What type of brain tumor is shown?,pituitary tumor
notumor_098,Is there a tumor visible in this MRI scan?,no
notumor_004,Is this a glioma tumor?,no
meningioma_240,Is there a tumor visible in this MRI scan?,yes
notumor_249,Where is the tumor located?,no tumor present
pituitary_242,Is there a tumor visible in this MRI scan?,yes
meningioma_077,Where is the tumor located?,right inferior cerebellar region
pituitary_106,What type of brain tumor is shown?,pituitary tumor
glioma_144,Where is the tumor located?,bifrontal corpus callosum region
pituitary_150,Is there a tumor visible in this MRI scan?,yes
notumor_239,Where is the tumor located?,no tumor present
notumor_123,Is there a tumor visible in this MRI scan?,no
meningioma_177,What type of brain tumor is shown?,meningioma
notumor_126,Is there a tumor visible in this MRI scan?,no
meningioma_075,Where is the tumor located?,left frontal parasagittal region
glioma_034,Is there a tumor visible in this MRI scan?,yes
pituitary_239,Is this a pituitary tumor?,yes
notumor_049,Is there a tumor visible in this MRI scan?,no
glioma_216,Is this a glioma tumor?,yes
glioma_211,Where is the tumor located?,right frontal lobe
meningioma_201,Is this a meningioma tumor?,yes
meningioma_158,Is there a tumor visible in this MRI scan?,yes
meningioma_249,Is this a meningioma tumor?,yes
pituitary_148,Is there a tumor visible in this MRI scan?,yes
glioma_068,Is this a glioma tumor?,yes
glioma_158,Is this a glioma tumor?,yes
meningioma_183,What type of brain tumor is shown?,meningioma
meningioma_009,Is this a meningioma tumor?,yes
pituitary_079,What type of brain tumor is shown?,pituitary tumor
glioma_072,What type of brain tumor is shown?,glioma
meningioma_082,What type of brain tumor is shown?,meningioma
pituitary_233,Is this a pituitary tumor?,yes
glioma_076,Is there a tumor visible in this MRI scan?,yes
notumor_042,Is this a pituitary tumor?,no
pituitary_222,Where is the tumor located?,sellar region
notumor_148,Is there a tumor visible in this MRI scan?,no
meningioma_112,Where is the tumor located?,posterior fossa midline
meningioma_119,Is there a tumor visible in this MRI scan?,yes
pituitary_205,Is this a pituitary tumor?,yes
pituitary_193,Is this a pituitary tumor?,yes
meningioma_047,What type of brain tumor is shown?,meningioma
glioma_017,Is this a glioma tumor?,yes
pituitary_236,Is there a tumor visible in this MRI scan?,yes
meningioma_221,Is there a tumor visible in this MRI scan?,yes
glioma_223,What type of brain tumor is shown?,glioma
notumor_019,Where is the tumor located?,no tumor present
notumor_117,What type of brain tumor is shown?,no tumor
meningioma_192,What type of brain tumor is shown?,meningioma
pituitary_128,What type of brain tumor is shown?,pituitary tumor
pituitary_027,Is there a tumor visible in this MRI scan?,yes
pituitary_003,Is there a tumor visible in this MRI scan?,yes
glioma_058,What type of brain tumor is shown?,glioma
glioma_126,Where is the tumor located?,right frontal paramedian region
pituitary_024,Where is the tumor located?,sellar and suprasellar region
pituitary_188,Is there a tumor visible in this MRI scan?,yes
glioma_096,Is there a tumor visible in this MRI scan?,yes
notumor_009,Where is the tumor located?,no tumor present
meningioma_132,Is this a meningioma tumor?,yes
notumor_011,Where is the tumor located?,no tumor present
pituitary_029,Where is the tumor located?,sellar region
meningioma_002,Is there a tumor visible in this MRI scan?,yes
meningioma_240,Is this a meningioma tumor?,yes
glioma_210,Is there a tumor visible in this MRI scan?,yes
pituitary_095,Is this a pituitary tumor?,yes
glioma_094,What type of brain tumor is shown?,glioma
pituitary_188,What type of brain tumor is shown?,pituitary tumor
pituitary_200,What type of brain tumor is shown?,pituitary tumor
pituitary_235,Is there a tumor visible in this MRI scan?,yes
glioma_235,Where is the tumor located?,left parietal lobe
meningioma_081,Is this a meningioma tumor?,yes
notumor_139,Where is the tumor located?,no tumor present
notumor_100,Where is the tumor located?,no tumor present
pituitary_127,Is this a pituitary tumor?,yes
glioma_133,Is this a glioma tumor?,yes
notumor_012,What type of brain tumor is shown?,no tumor
glioma_160,Is there a tumor visible in this MRI scan?,yes
meningioma_068,Is this a meningioma tumor?,yes
glioma_047,Is this a glioma tumor?,yes
pituitary_127,What type of brain tumor is shown?,pituitary tumor
pituitary_157,Is there a tumor visible in this MRI scan?,yes
pituitary_067,What type of brain tumor is shown?,pituitary tumor
meningioma_200,Is this a meningioma tumor?,yes
meningioma_111,Is this a meningioma tumor?,yes
meningioma_134,Where is the tumor located?,left posterior fossa
meningioma_069,Is this a meningioma tumor?,yes
glioma_152,Where is the tumor located?,posterior parietal occipital region
meningioma_179,Is there a tumor visible in this MRI scan?,yes
notumor_243,What type of brain tumor is shown?,no tumor
pituitary_138,Is there a tumor visible in this MRI scan?,yes
notumor_063,What type of brain tumor is shown?,no tumor
notumor_158,What type of brain tumor is shown?,no tumor
notumor_087,Where is the tumor located?,no tumor present
meningioma_245,Is this a meningioma tumor?,yes
glioma_040,What type of brain tumor is shown?,glioma
meningioma_188,Is there a tumor visible in this MRI scan?,yes
pituitary_081,Is there a tumor visible in this MRI scan?,yes
glioma_226,What type of brain tumor is shown?,glioma
glioma_089,Is there a tumor visible in this MRI scan?,yes
meningioma_058,What type of brain tumor is shown?,meningioma
notumor_120,Where is the tumor located?,no tumor present
glioma_112,Is there a tumor visible in this MRI scan?,yes
notumor_229,Where is the tumor located?,no tumor present
glioma_189,What type of brain tumor is shown?,glioma
meningioma_185,Is this a meningioma tumor?,yes
notumor_240,Where is the tumor located?,no tumor present
glioma_078,Where is the tumor located?,central posterior fossa
glioma_138,Is there a tumor visible in this MRI scan?,yes
pituitary_162,What type of brain tumor is shown?,pituitary tumor
pituitary_222,Is there a tumor visible in this MRI scan?,yes
glioma_077,What type of brain tumor is shown?,glioma
glioma_174,What type of brain tumor is shown?,glioma
meningioma_232,Where is the tumor located?,right posterior fossa
notumor_018,What type of brain tumor is shown?,no tumor
glioma_188,Is this a glioma tumor?,yes
meningioma_067,What type of brain tumor is shown?,meningioma
pituitary_039,Is this a pituitary tumor?,yes
pituitary_130,Is this a pituitary tumor?,yes
glioma_243,What type of brain tumor is shown?,glioma
glioma_004,Is this a glioma tumor?,yes
glioma_219,Is this a glioma tumor?,yes
glioma_203,Is there a tumor visible in this MRI scan?,yes
glioma_129,What type of brain tumor is shown?,glioma
notumor_049,Is this a glioma tumor?,no
glioma_103,Is this a glioma tumor?,yes
pituitary_096,Is there a tumor visible in this MRI scan?,yes
notumor_067,Is there a tumor visible in this MRI scan?,no
glioma_052,Where is the tumor located?,right temporal lobe
pituitary_028,What type of brain tumor is shown?,pituitary tumor
glioma_115,What type of brain tumor is shown?,glioma
notumor_146,Is there a tumor visible in this MRI scan?,no
pituitary_102,What type of brain tumor is shown?,pituitary tumor
pituitary_225,Where is the tumor located?,sellar and parasellar region
pituitary_115,What type of brain tumor is shown?,pituitary tumor
pituitary_161,Is this a pituitary tumor?,yes
meningioma_221,Where is the tumor located?,right frontal convexity
meningioma_179,Is this a meningioma tumor?,yes
pituitary_148,Is this a pituitary tumor?,yes
pituitary_058,Is this a pituitary tumor?,yes
glioma_139,Is there a tumor visible in this MRI scan?,yes
notumor_178,Is there a tumor visible in this MRI scan?,no
notumor_160,Is this a glioma tumor?,no
meningioma_232,Is this a meningioma tumor?,yes
glioma_159,What type of brain tumor is shown?,glioma
notumor_169,Where is the tumor located?,no tumor present
glioma_080,Is there a tumor visible in this MRI scan?,yes
notumor_127,Is this a glioma tumor?,no
notumor_131,Where is the tumor located?,no tumor present
meningioma_083,Is there a tumor visible in this MRI scan?,yes
glioma_107,Where is the tumor located?,left temporal parietal region
notumor_053,Is there a tumor visible in this MRI scan?,no
glioma_027,Is this a glioma tumor?,yes
glioma_036,What type of brain tumor is shown?,glioma
pituitary_047,Is there a tumor visible in this MRI scan?,yes
notumor_068,Is there a tumor visible in this MRI scan?,no
pituitary_060,Is there a tumor visible in this MRI scan?,yes
meningioma_238,Is this a meningioma tumor?,yes
notumor_138,What type of brain tumor is shown?,no tumor
notumor_182,Is there a tumor visible in this MRI scan?,no
pituitary_190,Is this a pituitary tumor?,yes
notumor_233,Is this a meningioma tumor?,no
meningioma_238,Where is the tumor located?,left temporal convexity
pituitary_170,Where is the tumor located?,central skull base sellar region
pituitary_230,Is this a pituitary tumor?,yes
pituitary_072,Is this a pituitary tumor?,yes
meningioma_028,Is this a meningioma tumor?,yes
pituitary_089,Where is the tumor located?,sellar and suprasellar region
glioma_148,Where is the tumor located?,suprasellar chiasmatic region
notumor_178,What type of brain tumor is shown?,no tumor
meningioma_145,Is there a tumor visible in this MRI scan?,yes
pituitary_147,Where is the tumor located?,sellar region midline
glioma_054,Is this a glioma tumor?,yes
glioma_195,What type of brain tumor is shown?,glioma
notumor_008,Where is the tumor located?,no tumor present
pituitary_117,Is this a pituitary tumor?,yes
pituitary_011,Where is the tumor located?,sellar region
notumor_072,Where is the tumor located?,no tumor present
pituitary_075,What type of brain tumor is shown?,pituitary tumor
pituitary_126,Is this a pituitary tumor?,yes
meningioma_142,Where is the tumor located?,left posterior fossa
notumor_006,Where is the tumor located?,no tumor present
notumor_136,Where is the tumor located?,no tumor present
pituitary_089,Is this a pituitary tumor?,yes
notumor_153,Is there a tumor visible in this MRI scan?,no
meningioma_086,Where is the tumor located?,right posterior temporal region
pituitary_004,Is this a pituitary tumor?,yes
glioma_069,Is this a glioma tumor?,yes
glioma_018,Where is the tumor located?,right frontal lobe
meningioma_022,Where is the tumor located?,left frontal convexity
